Afrika	Africa
Kuba	Cuba
Belizas	Belize
Eifelio bokštas	Eiffel Tower
Barbadosas	Barbados
Volkswagen	Volkswagen
Volkswagen Golf	Volkswagen Golf
Intel	Intel
Klaviatūra	Computer keyboard
Java (kalba)	Java (programming language)
Indonezija	Indonesia
Qwerty	QWERTY
Volfgangas Amadėjus Mocartas	Wolfgang Amadeus Mozart
Ludwig van Beethoven	Ludwig van Beethoven
Turkų kalba	Turkish language
Pietų Afrikos Respublika	South Africa
Jean-François Champollion	Jean-François Champollion
Linkin Park	Linkin Park
Alžyras	Algeria
Vikišaltiniai	Wikisource
Uzbekija	Uzbekistan
Poznanė	Poznań
Taškentas	Tashkent
Varšuva	Warsaw
Aila	Islay
Eurovizijos dainų konkursas	Eurovision Song Contest
Modena	Modena
Viskis	Whisky
Vynas	Wine
Vanduo	Water
Konjakas	Cognac
Mediena	Wood
Tūras	Tours
Televizija	Television
Lytis	Sex
Pornografija	Pornography
Islandų kalba	Icelandic language
Claude Monet	Claude Monet
Diego de Silva y Velázquez	Diego Velázquez
Čilė	Chile
El Greco	El Greco
Jėzus Kristus	Jesus
Elvis Presley	Elvis Presley
Galilėjus	Galileo Galilei
Merkurijus (planeta)	Mercury (planet)
Istorija	History
Per Lašezas	Père Lachaise Cemetery
Apple Inc.	Apple Inc.
Venera (planeta)	Venus
Kalba	Language
Meilė	Love
Diktatūra	Dictatorship
Galaktika	Galaxy
Jupiteris (planeta)	Jupiter
Michelle Bachelet	Michelle Bachelet
Paukščių Takas	Milky Way
Lanvairpulgvigilgogerihuirndrobulantisiliogogogohas	Llanfairpwllgwyngyll
Didysis sprogimas	Big Bang
Uranas (planeta)	Uranus
Bretanė	Brittany
Angliškoji Vikipedija	English Wikipedia
Nicolas Sarkozy	Nicolas Sarkozy
Neptūnas (planeta)	Neptune
Astronomija	Astronomy
Singapūras	Singapore
Mokslas	Science
Čaubunagungamaugo ežeras	Lake Chaubunagungamaug
Kosmologija	Cosmology
Plutonas (nykštukinė planeta)	Pluto
Monrealis	Montreal
Laisvoji programinė įranga	Free software
Marija (Jėzaus motina)	Mary (mother of Jesus)
Liudvikas IX Šventasis	Louis IX of France
Lichtenšteinas	Liechtenstein
Sportas	Sport
Kembridžas	Cambridge
Jeloustono nacionalinis parkas	Yellowstone National Park
Adolfas Hitleris	Adolf Hitler
Facebook	Facebook
Google+	Google+
Wikileaks	WikiLeaks
Julian Assange	Julian Assange
Pirmasis pasaulinis karas	World War I
Antrasis pasaulinis karas	World War II
Trečiasis pasaulinis karas	World War III
Kelnas	Cologne
Korupcija	Corruption
Vikiknygos	Wikibooks
Augusto Pinochet	Augusto Pinochet
Vikicitatos	Wikiquote
Vikiversitetas	Wikiversity
Degtinė	Vodka
Laikrodis	Clock
Janka Kupala	Yanka Kupala
Ubuntu	Ubuntu (operating system)
Skopjė	Skopje
Gdynė	Gdynia
Linux	Linux
Valdemar	Waldemar
Bob Dylan	Bob Dylan
Ščecinas	Szczecin
Matematika	Mathematics
U2	U2
Lotynų kalba	Latin
Bahreinas	Bahrain
Armėnija	Armenia
Jenna Jameson	Jenna Jameson
Dantiraštis	Cuneiform
Higso bozonas	Higgs boson
Serbija	Serbia
Mėnulis	Moon
Stambulas	Istanbul
Australija	Australia
Bob Marley	Bob Marley
Carl Sagan	Carl Sagan
Astrobiologija	Astrobiology
Fizika	Physics
Argentina	Argentina
Silbo Gomero kalba	Silbo Gomero
Telekomunikacijos	Telecommunication
Peru	Peru
Biologija	Biology
Neatpažintas skraidantis objektas	Unidentified flying object
Šiaurės Korėja	North Korea
Kambodža	Cambodia
Becibuka	Betsiboka River
Gyvūnų teisės	Animal rights
Koiperio juosta	Kuiper belt
Koranas	Quran
Dinozaurai	Dinosaur
Zoologija	Zoology
Islamas	Islam
Kriaušė	Pear
Aleksandrijos biblioteka	Library of Alexandria
Liubliana	Ljubljana
Salvador Allende	Salvador Allende
Botanika	Botany
Lech Wałęsa	Lech Wałęsa
Ratas	Wheel
Encyclopédie	Encyclopédie
Denis Diderot	Denis Diderot
Taika	Peace
Encyclopædia Britannica	Encyclopædia Britannica
Lionas	Lyon
Europos Sąjunga	European Union
Plovdivas	Plovdiv
Žvaigždžių karai	Star Wars
Rona-Alpės	Rhône-Alpes
Saitynas	World Wide Web
Moteris	Woman
Daisono sfera	Dyson sphere
Sofija	Sofia
Akvedukas	Aqueduct (bridge)
Ñ	Ñ
Don Kichotas	Don Quixote
Poezija	Poetry
Virusas (programa)	Computer virus
Černobylio avarija	Chernobyl disaster
Milanas	Milan
Draugystė	Friendship
Atmintis	Memory
Arthur Rimbaud	Arthur Rimbaud
Turinas	Turin
Išmatos	Feces
Išangė	Anus
Pažastis	Axilla
Tikrasis citrinmedis	Lemon
Charles Baudelaire	Charles Baudelaire
Stendalis	Stendhal
Émile Zola	Émile Zola
666 m.	666
Žiedas	Flower
Gugolas	Googol
Marianų lovys	Mariana Trench
Vladimiras Vysockis	Vladimir Vysotsky
Džomolungma	Mount Everest
Anatomija	Anatomy
Miestas	City
Napoleonas Bonapartas	Napoleon
Olimpo Kalnas (Marsas)	Olympus Mons
Fiziologija	Physiology
Žvaigždė	Star
Vezuvijus	Mount Vesuvius
Saulė	Sun
Dangus	Sky
Louis Pasteur	Louis Pasteur
Šviesmetis	Light-year
Kaimas	Village
Victor Hugo	Victor Hugo
Okeanija	Oceania
Giuseppe Garibaldi	Giuseppe Garibaldi
Freenet	Freenet
Orvjetas	Orvieto
Lengvoji atletika	Athletics (sport)
Cenzūra	Censorship
Saulės sistema	Solar System
Baltijos jūra	Baltic Sea
Triestas	Trieste
Vysla	Vistula
Siaminis gaidukas	Siamese fighting fish
Eliziejaus laukų alėja	Champs-Élysées
Odra	Oder
Dantis	Tooth
Vandenilis	Hydrogen
Helis	Helium
Pragaras	Hell
Vikiteka	Wikimedia Commons
Skaistykla	Purgatory
Angela Merkel	Angela Merkel
Litis	Lithium
Berilis	Beryllium
Garsiakalbis	Loudspeaker
Knyga	Book
Para	Day
Rytų Timoras	East Timor
Naktis	Night
Metai	Year
Šimtmetis	Century
Lodzė	Łódź
Vilerbanas	Villeurbanne
Monblanas	Mont Blanc
Reinas	Rhine
Oslas	Oslo
Bona	Bonn
Visų šventųjų diena	All Saints' Day
Katovicai	Katowice
Juodoji bedugnė	Black hole
Neliečiamieji (2011)	The Intouchables
Cerera (nykštukinė planeta)	Ceres (dwarf planet)
Lisabona	Lisbon
Žešuvas	Rzeszów
Haumea	Haumea
Rona	Rhône
Makemake	Makemake
Michael Bloomberg	Michael Bloomberg
Lytiniai santykiai	Human sexual activity
Eridė (nykštukinė planeta)	Eris (dwarf planet)
Dubajus	Dubai Municipality
Lionel Messi	Lionel Messi
Božolė	Beaujolais
Paduja	Padua
Boras	Boron
Mikalojus Kopernikas	Nicolaus Copernicus
Versalis	Versailles (France city)
Liudvigsburgas	Ludwigsburg
Anglis	Carbon
Alessandro Del Piero	Alessandro Del Piero
Volga	Volga River
Azotas	Nitrogen
Bergamas	Bergamo
Deguonis	Oxygen
Internazionale Milano FC	Inter Milan
Planeta	Planet
Kleopatra VII	Cleopatra
Kate Bush	Kate Bush
Muzika	Music
Aberacija (optika)	Optical aberration
Venecija	Venice
Naruto	Naruto
Po (upė)	Po (river)
Šarm el Šeichas	Sharm el-Sheikh
Neva	Neva River
Termometras	Thermometer
Renas	Rennes
Lilis	Lille
Maskva	Moscow
Fluoras	Fluorine
Italų kalba	Italian language
Čihuahua (šuo)	Chihuahua (dog)
Neonas	Neon
Čihuahua (valstija)	Chihuahua (state)
Sankt Peterburgas	Saint Petersburg
Čadas	Chad
Natris	Sodium
Šiaurė	North
Magnis	Magnesium
Aliuminis	Aluminium
Naujoji Zelandija	New Zealand
Pietūs	South
Indija	India
Silicis	Silicon
Francis	Francium
Tuvalu	Tuvalu
One Piece	One Piece
Fosforas	Phosphorus
André-Marie Ampère	André-Marie Ampère
Proza	Prose
Geležis	Iron
Tonga	Tonga
Vakarai (pasaulio kryptis)	West
Alessandro Volta	Alessandro Volta
Siera	Sulfur
Samoa	Samoa
Rytai	East
Saliamono Salos	Solomon Islands
Vanuatu	Vanuatu
Molière	Molière
Chloras	Chlorine
Bastille	Bastille (band)
Delftas	Delft
Papua Naujoji Gvinėja	Papua New Guinea
William Shakespeare	William Shakespeare
Pasakėčia	Fable
Pietų Olandija	South Holland
Palau	Palau
Argonas	Argon
Nauru	Nauru
Mozilla Firefox	Firefox
Pasaka	Fairy tale
Šiaurės Olandija	North Holland
Mikronezijos Federacinės Valstijos	Federated States of Micronesia
Kalis	Potassium
Olympique Lyonnais	Olympique Lyonnais
Zelandijos provincija (Nyderlandai)	Zeeland
Kalcis	Calcium
Flevolandas	Flevoland
Švinas	Lead
Maršalo Salos	Marshall Islands
Kiribatis	Kiribati
Mongolija	Mongolia
Fidžis	Fiji
Skandis	Scandium
Heilbronas	Heilbronn
Titanas	Titanium
Venesuela	Venezuela
Šachmatai	Chess
Čingischanas	Genghis Khan
Vanadis	Vanadium
Meinas	Maine
Chromas	Chromium
Arklys	Horse
Amsterdamas	Amsterdam
Ginklas	Weapon
Gyvūnai	Animal
Surinamas	Suriname
Manganas	Manganese
Paragvajus	Paraguay
Gajana	Guyana
Menas	Art
Ekvadoras	Ecuador
Renis	Rhenium
Kolumbija	Colombia
Kobaltas	Cobalt
Volframas	Tungsten
Nikelis	Nickel
Žemuogė	Fragaria
Budizmas	Buddhism
Groningenas	Groningen
Bolivija	Bolivia
Osmis	Osmium
Groningeno provincija	Groningen (province)
Varis	Copper
Trinidadas ir Tobagas	Trinidad and Tobago
Augalai	Plant
Sent Vinsentas ir Grenadinai	Saint Vincent and the Grenadines
Cinkas	Zinc
Naujasis Hampšyras	New Hampshire
Sent Lusija	Saint Lucia
Balstogė	Białystok
Leonardo da Vinci	Leonardo da Vinci
Sent Kitsas ir Nevis	Saint Kitts and Nevis
Grybai	Fungus
Jamaika	Jamaica
Stephane Mallarmé	Stéphane Mallarmé
Grenada	Grenada
Fryzija	Friesland
Masačusetsas	Massachusetts
Drentė	Drenthe
Overeiselis	Overijssel
Gvatemala	Guatemala
Gelderlandas	Gelderland
Utrechto provincija	Utrecht (province)
Google Chrome	Google Chrome
Bahamos	The Bahamas
Konektikutas	Connecticut
Višta	Chicken
Antigva ir Barbuda	Antigua and Barbuda
Havajai	Hawaii
Hondūras	Honduras
Dominika	Dominica
Džersis	Jersey
Dominikos Respublika	Dominican Republic
Kiaulė	Domestic pig
Arkties vandenynas	Arctic Ocean
Haitis	Haiti
Taumatawhakatangihangakoauauotamateaturipukakapikimaungahoronukupokaiwhenuakitanatahu	Taumatawhakatangihangakoauauotamateapokaiwhenuakitanatahu
Salvadoras	El Salvador
Zvolė	Zwolle
Iranas	Iran
Irakas	Iraq
Aliaska	Alaska
Asenas	Assen
Išmintis	Wisdom
Kosta Rika	Costa Rica
Izraelis	Israel
Naujasis Sončas	Nowy Sącz
Utrechtas	Utrecht
Panama	Panama
Jemenas	Yemen
Lozana	Lausanne
Virusai	Virus
Lenkų kalba	Polish language
Jordanija	Jordan
Nikaragva	Nicaragua
Florida	Florida
Kirgizija	Kyrgyzstan
Arizona	Arizona
Kuveitas	Kuwait
Floridos provincija	Florida Province
Laosas	Laos
Libanas	Lebanon
Oregonas	Oregon
Maldyvai	Maldives
Amerika	Americas
Juta	Utah
Naminis jautis	Cattle
Malaizija	Malaysia
Valė	Valais
Michailas Bulgakovas	Mikhail Bulgakov
Mianmaras	Burma
Nepalas	Nepal
Omanas	Oman
Pakistanas	Pakistan
Džeimsas Bondas	James Bond
Kataras	Qatar
Tenisas	Tennis
François Villon	François Villon
MySQL	MySQL
Saudo Arabija	Saudi Arabia
Andrejus Tarkovskis	Andrei Tarkovsky
Šri Lanka	Sri Lanka
Josifas Stalinas	Joseph Stalin
Brūkšninis kodas	Barcode
Sirija	Syria
Platonas	Plato
Galis	Gallium
Josifas Brodskis	Joseph Brodsky
Tadžikija	Tajikistan
Pokemon	Pokémon
Taivanas	Taiwan
YouTube	YouTube
Germanis	Germanium
Aristotelis	Aristotle
Tailandas	Thailand
Traukinys	Train
Arsenas	Arsenic
Radijas	Radio
Meryl Streep	Meryl Streep
Turkmėnija	Turkmenistan
Abakanas	Abakan
Selenas	Selenium
Iridis	Iridium
Jungtiniai Arabų Emyratai	United Arab Emirates
Bromas	Bromine
Platina	Platinum
Vietnamas	Vietnam
Charlie Chaplin	Charlie Chaplin
Novosibirskas	Novosibirsk
Pietų Korėja	South Korea
Juzefas Pilsudskis	Józef Piłsudski
Simpsonai	The Simpsons
Jekaterinburgas	Yekaterinburg
Kriptonas	Krypton
Afganistanas	Afghanistan
Gangnam Style	Gangnam Style
Žemutinis Naugardas	Nizhny Novgorod
John Ronald Reuel Tolkien	J. R. R. Tolkien
Limonadas	Lemonade
Samara	Samara, Russia
Rubidis	Rubidium
Auksas	Gold
Omskas	Omsk
Sueco kanalas	Suez Canal
Kazanė	Kazan
Mokslininkas	Scientist
Bangladešas	Bangladesh
Erta Alė	Erta Ale
Bleach (anime)	Bleach (manga)
Franz Kafka	Franz Kafka
Čeliabinskas	Chelyabinsk
Rostovas prie Dono	Rostov-on-Don
Jorge Luis Borges	Jorge Luis Borges
Ufa	Ufa
Malis	Mali
Sokratas	Socrates
Volgogradas	Volgograd
Angola	Angola
Permė	Perm
Butanas	Bhutan
Twitter	Twitter
Krasnojarskas	Krasnoyarsk
Brunėjus	Brunei
Bračas	Brač
Tanzanija	Tanzania
Gyvsidabris	Mercury (element)
Roald Amundsen	Roald Amundsen
Harry Mulisch	Harry Mulisch
Filipinai	Philippines
Centrinės Afrikos Respublika	Central African Republic
Talis (elementas)	Thallium
Pietų ašigalis	South Pole
Šiaurės ašigalis	North Pole
Izaokas Niutonas	Isaac Newton
OpenStreetMap	OpenStreetMap
Albert Einstein	Albert Einstein
Stroncis	Strontium
Narkotikai	Narcotic
Itris	Yttrium
Bismutas	Bismuth
Geltona	Yellow
Kvantinė mechanika	Quantum mechanics
Togas	Togo
Donald Tusk	Donald Tusk
Tunisas	Tunisia
Zambija	Zambia
Zimbabvė	Zimbabwe
Pekinas	Beijing
Pietų Sudanas	South Sudan
Vladivostokas	Vladivostok
Tuva	Tuva
Beninas	Benin
Botsvana	Botswana
Vikinaujienos	Wikinews
Burkina Fasas	Burkina Faso
Burundis	Burundi
Komorai	Comoros
Kongo Respublika	Republic of the Congo
Alkmaras	Alkmaar
Obė	Ob River
Kongo Demokratinė Respublika	Democratic Republic of the Congo
San Antonijus	San Antonio
Tomskas	Tomsk
Džibutis	Djibouti
Memas	Meme
Polonis	Polonium
Bavarija	Bavaria
Pusiaujo Gvinėja	Equatorial Guinea
Badenas-Viurtembergas	Baden-Württemberg
Eritrėja	Eritrea
Naujasis Delis	New Delhi
Almelas	Almelo
Jonas Paulius II	Pope John Paul II
Fiodoras Dostojevskis	Fyodor Dostoyevsky
Amersfortas	Amersfoort
Kamčiatkos pusiasalis	Kamchatka Peninsula
Tbilisis	Tbilisi
Andrejus Sacharovas	Andrei Sakharov
Astatis	Astatine
Gabonas	Gabon
Mohandas Gandhi	Mahatma Gandhi
Čiukčių pusiasalis	Chukchi Peninsula
Solidarumas	Solidarity (Polish trade union)
Komiksas	Comics
Gambija	The Gambia
Gvinėja	Guinea
Bisau Gvinėja	Guinea-Bissau
Dramblio Kaulo Krantas	Ivory Coast
Kamerūnas	Cameroon
Mariboras	Maribor
Žaliasis Kyšulys	Cape Verde
Celė (Slovėnija)	Celje
Lesotas	Lesotho
Liberija	Liberia
Koperis	Koper
Libija	Libya
Achenas	Aachen
Nova Gorica	Nova Gorica
Madagaskaras	Madagascar
Malavis	Malawi
Kranis	Kranj
Štutgartas	Stuttgart
Triglavas	Triglav
Mauritanija	Mauritania
Lenkai	Poles
Mauricijus	Mauritius
Marokas	Morocco
Mozambikas	Mozambique
Namibija	Namibia
France Prešeren	France Prešeren
Nigeris	Niger
Nigerija	Nigeria
Bylis	Biel/Bienne
Charles Darwin	Charles Darwin
Uganda	Uganda
Ruanda	Rwanda
Cirkonis	Zirconium
San Tomė ir Prinsipė	São Tomé and Príncipe
Karlsrūjė	Karlsruhe
Senegalas	Senegal
Seišeliai	Seychelles
Carl von Linné	Carl Linnaeus
Siera Leonė	Sierra Leone
Somalis	Somalia
Niobis	Niobium
Džavaharlalis Nehru	Jawaharlal Nehru
Gajus Julijus Cezaris	Julius Caesar
Sudanas	Sudan
Svazilandas	Swaziland
Ivan Regen	Ivan Regen
Vaivorykštė	Rainbow
Molibdenas	Molybdenum
Technecis	Technetium
Hamburgas	Hamburg
Metabolizmas	Metabolism
Narendra Modi	Narendra Modi
Imuninė sistema	Immune system
Gudžaratas	Gujarat
Ontarijo ežeras	Lake Ontario
Evoliucija	Evolution
Jungtinių Tautų Organizacija	United Nations
Aukštutinis ežeras	Lake Superior
Dantė	Dante Alighieri
Geologija	Geology
Ahmadabadas	Ahmedabad
Geografija	Geography
Širdis	Heart
Galvos smegenys	Brain
Oda	Skin
Spalva	Color
Salernas	Salerno
Daiktavardis	Noun
Praha	Prague
Rutenis	Ruthenium
Rodis	Rhodium
Mėlyna	Blue
Paladis	Palladium
Sidabras	Silver
Kadmis	Cadmium
Limburgo provincija (Nyderlandai)	Limburg (Netherlands)
Indis	Indium
Limburgo provincija (Belgija)	Limburg (Belgium)
Alavas	Tin
Uranas (chemija)	Uranium
Stibis	Antimony
Telūras	Tellurium
Šiaurės Brabantas	North Brabant
Plutonis	Plutonium
Jodas	Iodine
Neptūnis	Neptunium
Ksenonas	Xenon
Anime	Anime
Cezis	Caesium
Protaktinis	Protactinium
Elektros krūvis	Electric charge
Baris	Barium
Vakarų Flandrijos provincija	West Flanders
Rytų Flandrijos provincija	East Flanders
Toris	Thorium
Antverpeno provincija	Antwerp (province)
Flamandų Brabanto provincija	Flemish Brabant
Hafnis	Hafnium
Aktinis	Actinium
Valonų Brabanto provincija	Walloon Brabant
Tantalas	Tantalum
Bill Clinton	Bill Clinton
Namiūro provincija	Namur (province)
Liuksemburgo provincija	Luxembourg (Belgium)
Lježo provincija	Liège (province)
Radis	Radium
Heno provincija	Hainaut (province)
Izerlonas	Iserlohn
Alenas (ŠRV)	Ahlen
Radonas	Radon
Lotaringija	Lorraine (region)
Elzasas	Alsace
Jean-Philippe Rameau	Jean-Philippe Rameau
Indira Gandhi	Indira Gandhi
Merkurijus (mitologija)	Mercury (mythology)
Hector Berlioz	Hector Berlioz
Overnė	Auvergne (region)
Busto Arsicijus	Busto Arsizio
Mumbajus	Mumbai
Tarptautinė lengvosios atletikos federacija	International Association of Athletics Federations
Andhra Pradešas	Andhra Pradesh
Arunačal Pradešas	Arunachal Pradesh
Asamas	Assam
Biharas	Bihar
Mičiganas	Michigan
Čhatisgarhas	Chhattisgarh
Mičigano ežeras	Lake Michigan
Goa	Goa
Burgundija	Burgundy
Harjana	Haryana
Himačal Pradešas	Himachal Pradesh
Maurice Ravel	Maurice Ravel
Akvitanija	Aquitaine
Džamu ir Kašmyras	Jammu and Kashmir
Puerto Rikas	Puerto Rico
Džharkhandas	Jharkhand
Karnataka	Karnataka
Kerala	Kerala
Madhja Pradešas	Madhya Pradesh
Usain Bolt	Usain Bolt
Limuzenas	Limousin
Maharaštra	Maharashtra
Manipuras	Manipur
Šlėzvigas-Holšteinas	Schleswig-Holstein
Meghalaja	Meghalaya
Meklenburgas-Pomeranija	Mecklenburg-Vorpommern
Žemutinė Saksonija	Lower Saxony
Šiaurės Reinas-Vestfalija	North Rhine-Westphalia
Hesenas	Hesse
Reino kraštas-Pfalcas	Rhineland-Palatinate
Saro kraštas	Saarland
Saksonija	Saxony
John Lennon	John Lennon
Ilinojus	Illinois
Tiuringija	Thuringia
Saksonija-Anhaltas	Saxony-Anhalt
Šiaurės Dakota	North Dakota
Brandenburgas	Brandenburg
Brėmenas (žemė)	Bremen (state)
Lombardija	Lombardy
Pietų Dakota	South Dakota
Montana	Montana
Vajomingas	Wyoming
Straight edge	Straight edge
Pjemontas	Piedmont
Jeruzalė	Jerusalem
Giorgio Napolitano	Giorgio Napolitano
Aidahas	Idaho
Aostos slėnis	Aosta Valley
Vašingtonas (valstija)	Washington (state)
Carlo Azeglio Ciampi	Carlo Azeglio Ciampi
Bruce Springsteen	Bruce Springsteen
Rezerfordis	Rutherfordium
Nevada	Nevada
Oscar Luigi Scalfaro	Oscar Luigi Scalfaro
Donas	Don River (Russia)
Francesco Cossiga	Francesco Cossiga
Dubnis	Dubnium
Alessandro Pertini	Sandro Pertini
Syborgis	Seaborgium
Giovanni Leone	Giovanni Leone
Trentinas-Alto Adidžė	Trentino-Alto Adige/Südtirol
Giuseppe Saragat	Giuseppe Saragat
Indijos vandenynas	Indian Ocean
Antonio Segni	Antonio Segni
Giovanni Gronchi	Giovanni Gronchi
Luigi Einaudi	Luigi Einaudi
Venetas	Veneto
Enrico De Nicola	Enrico De Nicola
Kosovas	Kosovo
Karibų jūra	Caribbean Sea
Boris	Bohrium
Friulis-Venecija Džulija	Friuli-Venezia Giulia
Hasis	Hassium
Ban Ki Munas	Ban Ki-moon
Kofis Ananas	Kofi Annan
Ligūrija	Liguria
Meitneris	Meitnerium
Koloradas (valstija)	Colorado
Emilija-Romanija	Emilia-Romagna
Koloradas (upė JAV ir Meksikoje)	Colorado River
Darmštatis	Darmstadtium
Frederikas Šopenas	Frédéric Chopin
Džemas	Fruit preserves
Peninų Alpės	Pennine Alps
Rentgenis	Roentgenium
Toskana	Tuscany
Leponto Alpės	Lepontine Alps
Leonard Cohen	Leonard Cohen
Kopernikis	Copernicium
Markė (Italija)	Marche
Umbrija	Umbria
Lacijus	Lazio
Dolomitinės Alpės	Dolomites
Abrucai	Abruzzo
Apeninai	Apennine Mountains
Alpės	Alps
Jansenizmas	Jansenism
Karpatai	Carpathian Mountains
Grenoblis	Grenoble
Blaise Pascal	Blaise Pascal
Šaškės	Draughts
Dortmundas	Dortmund
Gentas	Ghent
Čikaga	Chicago
The Beatles	The Beatles
Ununtrijus	Ununtrium
Flerovis	Flerovium
Ununpentijus	Ununpentium
Livermoris	Livermorium
Vageningenas	Wageningen
Komas (Italija)	Como
Mastrichtas	Maastricht
Arnhemas	Arnhem
Žiema	Winter
Pavasaris	Spring (season)
Vasara	Summer
Ruduo	Autumn
Lygiadienis	Equinox
Sadamas Huseinas	Saddam Hussein
Osama bin Ladenas	Osama bin Laden
Ispanų kalba	Spanish language
Friedrich August von Hayek	Friedrich Hayek
Montevidėjas	Montevideo
Johann Sebastian Bach	Johann Sebastian Bach
Antonijus Vivaldis	Antonio Vivaldi
Toljatis	Tolyatti
Pitsburgas	Pittsburgh
Opera	Opera
Filadelfija	Philadelphia
Kolkata	Kolkata
Čenajus	Chennai
Delis	Delhi
Daka	Dhaka
Bengalūras	Bangalore
Vakarų Bengalija	West Bengal
