非洲	Africa
微软视窗	Microsoft Windows
直布罗陀	Gibraltar
布宜诺斯艾利斯	Buenos Aires
东京都	Tokyo
爱荷华州	Iowa
里昂地铁	Lyon Metro
印地语	Hindi
艾迪托·比娅呋	Édith Piaf
因斯孛鲁克	Innsbruck
都柏林	Dublin
法兰克福	Frankfurt
天主教	Catholicism
圣经	Bible
金边	Phnom Penh
胡志明市	Ho Chi Minh City
河內市	Hanoi
真耶稣教会	True Jesus Church
英语	English language
曼谷	Bangkok
臺北市	Taipei
同海市	Đồng Hới
Końskowola	Końskowola
达累斯萨拉姆	Dar es Salaam
Al-Khartoum	Khartoum
疾画合	Givors
1月11号	January 11
明斯克	Minsk
微软公司	Microsoft
库鲁夫	Kurów
化学	Chemistry
2月19号	February 19
Visual Basic	Visual Basic
本笃十六世	Pope Benedict XVI
12月25号	December 25
8月4号	August 4
8月31号	August 31
迈克尔·杰克逊	Michael Jackson
巴西利亞	Brasília
大里昂	Urban Community of Lyon
圣地牙哥	Santiago
坎培拉	Canberra
悉尼	Sydney
墨尔本	Melbourne
木卫三	Ganymede (moon)
珀斯	Perth
西澳大利亚州	Western Australia
北领地 (澳大利亚)	Northern Territory
苏门答腊岛	Sumatra
突尼斯市	Tunis
德黑兰	Tehran
亚的斯亚贝巴	Addis Ababa
安卡拉	Ankara
贝尔格莱德	Belgrade
分类:维基百科模板	Category:Wikipedia templates
爪哇岛	Java
法属圭亚娜	French Guiana
安曼	Amman
贝鲁特	Beirut
分类:国家模板	Category:Country templates
内罗毕	Nairobi
分类:地理模板	Category:Geography and place templates
学堂	School
大学	University
Wikipedia:沙盘	Wikipedia:Sandbox
屋	House
卡尔梅克共和国	Kalmykia
金头公园	Parc de la Tête d'Or
地图	Map
奥萨斯库	Osasco
弗杭歇维嘞（学纳）	Francheville, Rhône
同海机场	Dong Hoi Airport
里昂祭光节	Festival of Lights (Lyon)
世界言话排名	List of languages by number of native speakers
分类:日本历史	Category:History of Japan
孔子	Confucius
分类:数学	Category:Mathematics
法罗群岛	Faroe Islands
分类:印度历史	Category:History of India
分类:泰国历史	Category:History of Thailand
巴厘岛	Bali
分类:缅甸历史	Category:History of Burma
欧元	Euro
美元	United States dollar
地中海	Mediterranean Sea
威尼斯共和国	Republic of Venice
杭州市	Hangzhou
基督教	Christianity
模板:亚洲行政区划	Template:Countries of Asia
模板:Support	Template:Agree
金国	Jin dynasty (1115–1234)
洲	Continent
模板:ALA	Template:ALA
阿德来得	Adelaide
首都	Capital city
葡萄牙语	Portuguese language
模板:Portal	Template:Portal
公元1949年	1949
阿嘞玛桑	Almazán
黄现璠	Huang Xianfan
日语	Japanese language
荧光屏	Computer monitor
百科全书	Encyclopedia
封面	Main Page
路由器	Router (computing)
棒球	Baseball
奧林匹克运动会	Olympic Games
长江	Yangtze
里海	Caspian Sea
拉斐尔	Raphael
电车	Tram
加泰罗尼亚	Catalonia
毛泽东	Mao Zedong
西安	Xi'an
拉萨市	Lhasa
性行为	Sexual intercourse
加夫列尔·加西亚·马尔克斯	Gabriel García Márquez
分类:快速删除候选	Category:Candidates for speedy deletion
莎里 嘛克嘞朗	Sally Pearson
马可·波罗	Marco Polo
共产主义	Communism
1368年	1368
國家	Country
Joe Biden	Joe Biden
希拉里·克林顿	Hillary Rodham Clinton
Yelena Isinbayeva	Yelena Isinbayeva
大英博物馆	British Museum
蒙彼利埃	Montpellier
分类:天文学	Category:Astronomy
汉堡包	Hamburger
班合比让	Perpignan
标致汽车	Peugeot
李白	Li Bai
图书馆	Library
世界银行	World Bank
汉武帝	Emperor Wu of Han
女权主义	Feminism
元朝	Yuan dynasty
库克船长	James Cook
郑和	Zheng He
黃河	Yellow River
蚂蚁	Ant
宋朝	Song dynasty
宋高宗	Emperor Gaozong of Song
落苏	Eggplant
龙	Dragon
姆妈	Mother
隆波岛	Lombok
小人	Child
俄语	Russian language
人家	Home
普京	Vladimir Putin
东南亚国家联盟	Association of Southeast Asian Nations
面包	Bread
国际货币基金组织	International Monetary Fund
联合国教育科学文化组织	UNESCO
联合国卫生组织	World Health Organization
漢語	Chinese language
雨	Rain
全球暖化	Global warming
纳尔逊·曼德拉	Nelson Mandela
马丁·路德·金	Martin Luther King Jr.
蛋白质	Protein
天灾	Natural disaster
海啸	Tsunami
云	Cloud
电视	Television set
几何学	Geometry
日圆	Japanese yen
单词	Word
漢字	Chinese characters
希腊字母	Greek alphabet
諺文	Hangul
分类:法国	Category:France
分类:音乐	Category:Music
红楼梦	Dream of the Red Chamber
漫画	Manga
狐狸	Fox
哈利波特	Harry Potter
小提琴	Violin
肛交	Anal sex
教育	Education
男性	Man
婚姻	Marriage
法语维基百科	French Wikipedia
咖啡	Coffee
果汁	Juice
山	Mountain
第29届奧林匹克运动会	2008 Summer Olympics
孙中山	Sun Yat-sen
香港	Hong Kong
首尔	Seoul
上海	Shanghai
伦敦 海斯楼 飞机场	London Heathrow Airport
里昂市公共交通系统	Transports en commun lyonnais
清朝	Qing dynasty
越南战争	Vietnam War
巴斯克语	Basque language
阿拉贡语	Aragonese language
瓦伦西亚	Valencia
玛丽咏·高帝娅	Marion Cotillard
麦克斯韦	James Clerk Maxwell
原子	Atom
光	Light
罗鲍斯	Dayron Robles
韩语	Korean language
官話	Mandarin Chinese
高棉文	Khmer language
弗洛伊德	Sigmund Freud
泰语	Thai language
马来语	Malay language
蒙古语	Mongolian language
犹太教	Judaism
万象	Vientiane
莫白桑	Guy de Maupassant
司马迁	Sima Qian
朱熹	Zhu Xi
廷巴克图	Timbuktu
伦理学	Ethics
沙·卢克·康	Shah Rukh Khan
什叶派	Shia Islam
道教	Taoism
子宫	Uterus
颈	Neck
富克朗特群岛	Falkland Islands
马恩岛	Isle of Man
戴安娜王妃	Diana, Princess of Wales
唐玄宗	Emperor Xuanzong of Tang
Α	Alpha
Ω	Omega
Μ	Mu (letter)
明朝	Ming dynasty
朱元璋	Hongwu Emperor
Φ	Phi
朱由检	Chongzhen Emperor
Laura Robson	Laura Robson
2008年欧罗维竞唱歌比赛	Eurovision Song Contest 2008
里昂有轨电车	Lyon tramway
强·马凯恩	John McCain
金正日	Kim Jong-il
元素周期表	Periodic table
罗別脫 姆格比	Robert Mugabe
自杀	Suicide
爬蟲類	Reptile
Λ	Lambda
伍老虎	Tiger Woods
洋山芋	Potato
三宝垄	Semarang
报纸	Newspaper
电话	Telephone
?	Question mark
美国空军	United States Air Force
菲德尔·卡斯特罗	Fidel Castro
元素单子	Chemical element
广域网	Wide area network
围棋	Go (game)
电影	Film
气体	Gas
液体	Liquid
固体	Solid
脚踏车	Bicycle
农业	Agriculture
温度	Temperature
面积	Area
数	Number
玛丽亚·莎拉波娃	Maria Sharapova
重慶	Chongqing
天津市	Tianjin
武汉	Wuhan
世界地理索引	List of sovereign states
玫瑰人生 (歌)	La Vie en rose
担桑身	Pregnancy
Google地图	Google Maps
癌	Cancer
残疾人	Disability
抗生素	Antibiotics
青霉素	Penicillin
肺炎	Pneumonia
克来普	Crêpe
麻将	Mahjong
运河	Canal
坝	Dam
牛顿 (单位)	Newton (unit)
世界报 (法国)	Le Monde
万里长城	Great Wall of China
可再生能源	Renewable energy
电	Electricity
核武器	Nuclear weapon
Joomla!	Joomla
吉卜赛语	Romani language
壮语	Zhuang languages
自由人报 (法国)	Libération
安吉丽娜	Angelina Jolie
阿拉伯语	Arabic language
马多符	Bernard Madoff
扬马延岛	Jan Mayen
弗	Dollar
科西嘉岛	Corsica
奥克语	Occitan language
克里斯蒂娜 艾伐脱	Chris Evert
李明博	Lee Myung-bak
Β	Beta
Γ	Gamma
Δ	Delta (letter)
Ε	Epsilon
Ζ	Zeta
Η	Eta
Θ	Theta
Ι	Iota
Κ	Kappa
Ν	Nu (letter)
Ξ	Xi (letter)
Ο	Omicron
Ρ	Rho
Σ	Sigma
Τ	Tau
Υ	Upsilon
Χ	Chi (letter)
Ψ	Psi (letter)
复活节岛	Easter Island
澳门	Macau
联想计算机公司	Lenovo
梁振英	CY Leung
董建华	Tung Chee-hwa
胡锦涛	Hu Jintao
习近平	Xi Jinping
深圳市	Shenzhen
廣東省	Guangdong
广西壮族自治区	Guangxi
国际金融中心 (香港)	International Finance Centre
施蒂文 呼克	Steve Hooker
南澳大学	University of South Australia
鹿儿岛县	Kagoshima Prefecture
C语言	C (programming language)
手铐	Handcuffs
艾米·麦克唐纳 (歌手)	Amy Macdonald
Wikipedia:Featured articles	Wikipedia:Featured articles
Wikipedia:红茶坊	Wikipedia:Village pump
釜山广域市	Busan
佛蒙特	Vermont
广州	Guangzhou
蔣中正	Chiang Kai-shek
江泽民	Jiang Zemin
温家宝	Wen Jiabao
南京市	Nanjing
刘德华	Andy Lau
张学友	Jacky Cheung
郭富城	Aaron Kwok
同济大学	Tongji University
首都圈电铁	Seoul Metropolitan Subway
上海市南洋模范中学	Nanyang Model High School
北京大学	Peking University
清華大學	Tsinghua University
江苏省	Jiangsu
浙江省	Zhejiang
邓小平	Deng Xiaoping
琶兰那克	Parañaque
菲律宾比索	Philippine peso
西藏	Tibet Autonomous Region
圆	Circle
同性婚姻	Same-sex marriage
Francesc Fàbregas	Cesc Fàbregas
手机	Mobile phone
太平山 (香港)	Victoria Peak
欧洲杯足球赛	UEFA Champions League
马来亚半岛	Malay Peninsula
平壤市	Pyongyang
奥斯卡奖	Academy Awards
各经济实体国内生产总值列表	List of countries by GDP (nominal)
司徒华	Szeto Wah
黑龍江省	Heilongjiang
芽庄市	Nha Trang
教皇	Pope
波多黎各独立党	Puerto Rican Independence Party
钱塘江	Qiantang River
四川省	Sichuan
蔡元培	Cai Yuanpei
圣诞	Christmas
闰年	Leap year
大田广域市	Daejeon
大邱广域市	Daegu
仁川国际机场	Incheon International Airport
仁川广域市	Incheon
京畿道	Gyeonggi Province
计算机科学	Computer science
阿鲁巴	Aruba
国际音标	International Phonetic Alphabet
河北省	Hebei
GNU自由文档许可证	GNU Free Documentation License
陈水扁	Chen Shui-bian
纽约	New York (disambiguation)
2012年欧洲足球冠军赛	UEFA Euro 2012
路由	Routing
人口密度	Population density
爱尔兰	Ireland
南京航空航天大学	Nanjing University of Aeronautics and Astronautics
鲁迅	Lu Xun
有利大楼	Union Building, Shanghai
湖	Lake
黄瓜	Cucumber
南奥赛西亚	South Ossetia
阿什哈巴德	Ashgabat
岛屿	Island
马赛	Marseille
风牙己榜国家公园	Phong Nha-Kẻ Bàng National Park
广平省	Quảng Bình Province
赤道	Equator
字典	Dictionary
北塞浦路斯	Northern Cyprus
沪剧	Huju
死海	Dead Sea
英镑	Pound sterling
金兰国际机场	Cam Ranh International Airport
荷属安地列斯	Netherlands Antilles
根西岛	Guernsey
斯瓦尔巴群岛	Svalbard
Benetice	Benetice (Světlá nad Sázavou)
摄氏温标	Celsius
大叻市	Da Lat
岘港市	Da Nang
Washington	Washington
甴巴子	Cockroach
鱷魚	Crocodilia
中国工商银行	Industrial and Commercial Bank of China
朝鮮正祖	Jeongjo of Joseon
人造卫星	Satellite
太原省 (越南)	Thái Nguyên Province
杀人鲸	Killer whale
印科软件	Infosys
苏岩礁	Socotra Rock
日本海	Sea of Japan
东亚	East Asia
北亚	North Asia
南欧	Southern Europe
东欧	Eastern Europe
北欧	Northern Europe
西欧	Western Europe
中欧	Central Europe
辛基得语	Tlingit language
琉球国	Ryukyu Kingdom
扶余国	Buyeo kingdom
县	County
氨基糖苷类抗生素	Aminoglycoside
伊斯兰历	Islamic calendar
柳京饭店	Ryugyong Hotel
霍顿汽车	Holden
市长	Mayor
中文维基百科	Chinese Wikipedia
总统	President
满洲国	Manchukuo
安娜·伊凡诺维琪	Ana Ivanovic
圣诞岛	Christmas Island
明绞拉	Mingora
黄宗羲	Huang Zongxi
臺灣省	Taiwan Province
拳击	Boxing
樟宜国际机场	Singapore Changi Airport
大西洋处女	Virgin Atlantic
快达航空	Qantas
国立台湾大学	National Taiwan University
斑马	Zebra
同奈省	Đồng Nai Province
广义省	Quảng Ngãi Province
金瓯省	Cà Mau Province
广南省 (越南)	Quảng Nam Province
槟椥省	Bến Tre Province
庆和省	Khánh Hòa Province
客家语	Hakka Chinese
北宁省	Bắc Ninh Province
优八克	International Union of Pure and Applied Chemistry
赣语	Gan Chinese
海地克里奥耳语	Haitian Creole
大熊猫	Giant panda
孤立語言	Language isolate
卡纳达语	Kannada language
杜甫	Du Fu
瓦尔帕莱索	Valparaíso
演员	Actor
分类:程序编制言话	Category:Programming languages
瓦哈卡	Oaxaca
侗台语	Tai–Kadai languages
白脱	Butter
尼亚加拉瀑布	Niagara Falls
吴语	Wu Chinese
塔斯马尼亚	Tasmania
贝拉齐尔‧布托	Benazir Bhutto
费利佩二世 (西班牙)	Philip II of Spain
牛津大学	University of Oxford
基地 (恐怖组织)	Al-Qaeda
英吉利海峡	English Channel
柴尔兹孛格	Salzburg
秦国	Qin (state)
半岛	Peninsula
新疆維吾爾自治區	Xinjiang
布里司班	Brisbane
东正教	Eastern Orthodox Church
各国首都列表	List of national capitals in alphabetical order
平面镜	Mirror
锡金语	Sikkimese language
孛拉特 皮此	Brad Pitt
欧洲足球联合会	UEFA
美国个州	U.S. state
议会	Parliament
大阪市	Osaka
集韵	Jiyun
剑桥大学	University of Cambridge
牙膏	Toothpaste
通货膨胀	Inflation
艾美 羅森	Emmy Rossum
竹	Bamboo
刚果	Congo
马失拉地	Maserati
科科斯群岛	Cocos (Keeling) Islands
昆士兰州	Queensland
明尼阿波利斯	Minneapolis
顺化市	Huế
马拉雅南语	Malayalam
逻辑语	Lojban
北江省	Bắc Giang Province
耶稣会	Society of Jesus
承天顺化省	Thừa Thiên–Huế Province
北𣴓省	Bắc Kạn Province
阿伯丁	Aberdeen
莱州省	Lai Châu Province
河南省 (越南)	Hà Nam Province
上海浦东国际机场	Shanghai Pudong International Airport
政治學	Political science
闽东语	Eastern Min
闽南语	Southern Min
安江省	An Giang Province
茶荣省	Trà Vinh Province
Tycho Brahe	Tycho Brahe
薄辽省	Bạc Liêu Province
嘉莱省	Gia Lai Province
平福省	Bình Phước Province
同塔省	Đồng Tháp Province
约旦河西岸	West Bank
河江省	Hà Giang Province
维克多利亚州	Victoria (Australia)
多乐省	Đắk Lắk Province
平定省	Bình Định Province
上海言话	Shanghainese
得农省	Đắk Nông Province
水晶之夜	Kristallnacht
潮州话	Teochew dialect
台语	Taiwanese Hokkien
门	Door
猪流感	Swine influenza
高平省	Cao Bằng Province
平阳省	Bình Dương Province
平顺省	Bình Thuận Province
巴地头顿省	Bà Rịa–Vũng Tàu Province
奠边省	Điện Biên Province
三船敏郎	Toshiro Mifune
印度电影观众奖	Filmfare Awards
AK-47	AK-47
八国集团	G8
孙武	Sun Tzu
国际商用机器公司	IBM
互聯網電影數據庫	Internet Movie Database
贝克特	Samuel Beckett
达赖喇嘛	Dalai Lama
邮政编码	Postal code
Nicole Kidman	Nicole Kidman
联合国安理会	United Nations Security Council
洋火棒儿	Match
雹	Hail
南海	South China Sea
肯波拉圣吉奥瓦尼	Campora San Giovanni
朝鮮世宗	Sejong the Great
奥克兰格兰玛学校	Auckland Grammar School
电冰箱	Refrigerator
黄海	Yellow Sea
大仲马	Alexandre Dumas
黄果树瀑布	Huangguoshu Waterfall
孟加拉湾	Bay of Bengal
哈马斯	Hamas
阿斯旺水坝	Aswan Dam
人民币	Renminbi
富士山	Mount Fuji
小鼠	Mouse
索契	Sochi
迈克尔·菲尔普斯	Michael Phelps
卡地马党	Kadima
加沙地带	Gaza Strip
霍巴特	Hobart
金草莓奖	Golden Raspberry Awards
律师	Lawyer
相扑	Sumo
希斯·莱杰	Heath Ledger
安徽省	Anhui
江原道	Gangwon (historical province)
内蒙古自治区	Inner Mongolia
金日成	Kim Il-sung
全罗北道	North Jeolla Province
济州特别自治道	Jeju Province
郁陵岛	Ulleungdo
湄公河	Mekong
索尼	Sony
巴別塔	Tower of Babel
力学	Mechanics
南半球	Southern Hemisphere
蔚山广域市	Ulsan
光州广域市	Gwangju
温室效应	Greenhouse effect
Julia Gillard	Julia Gillard
华国锋	Hua Guofeng
福建省	Fujian
克拉耿富合脱	Klagenfurt
小熊猫	Red panda
大溪地	Tahiti
安东市	Andong
海南省	Hainan
汉语拼音	Pinyin
远东	Far East
西班牙国家足球队	Spain national football team
华氏温标	Fahrenheit
海峡群岛	Channel Islands
甘肃省	Gansu
苏州市	Suzhou
无锡市	Wuxi
湖州市	Huzhou
绍兴市	Shaoxing
汉族	Han Chinese
昆山	Kunshan
宁波市	Ningbo
ETA (民族组织)	ETA
隆城国际机场	Long Thanh International Airport
数据	Data
迪马 皮郎	Dima Bilan
基本粒子	Elementary particle
陆克文	Kevin Rudd
沙菲娅 劳塔露	Sofia Rotaru
些拉·班琳	Sarah Palin
云南省	Yunnan
苏丹 (称谓)	Sultan
德国国家足球队	Germany national football team
国立虎尾科技大学	National Formosa University
山东省	Shandong
福楼拜	Gustave Flaubert
英属印度洋领地	British Indian Ocean Territory
地质年代	Geologic time scale
河南省	Henan
乃堂雅虎	Benjamin Netanyahu
护照	Passport
遼寧省	Liaoning
件西卡 阿尔白	Jessica Alba
桑•班	Sean Penn
GNOME	GNOME
台湾桃园国际机场	Taoyuan International Airport
色子	Dice
吉林省	Jilin
东海	East China Sea
2008年美国总统选举	United States presidential election, 2008
苏州地铁1号线	Line 1, Suzhou Rail Transit
沙吞区	Sathon District
阿南德	Viswanathan Anand
湖南省	Hunan
水族馆	Aquarium
青海省	Qinghai
柏威夏寺	Preah Vihear Temple
豪納省	Rhône (department)
金一葉	Kim Il-yeop
陸龜	Tortoise
話筒	Microphone
山西省	Shanxi
魔方	Rubik's Cube
尼德兰国家足球队	Netherlands national football team
谜子	Riddle
艾西瓦娅·巴克罕	Aishwarya Rai Bachchan
贵州省	Guizhou
Warren Buffett	Warren Buffett
蹔𧉆	Cricket (insect)
纸币	Banknote
加沙城	Gaza City
白斯克	Basque Country (greater region)
安达曼海	Andaman Sea
胡适	Hu Shih
穆斯林	Muslim
孛路內 (Blu-Ray)	Blu-ray Disc
法国国家足球队	France national football team
后现代	Postmodernism
宮城县	Miyagi Prefecture
帕荔斯 希尔顿	Paris Hilton
陕西省	Shaanxi
模板:Commonscat	Template:Commons category
岩手县	Iwate Prefecture
死人	Cadaver
莱纳斯·鲍林	Linus Pauling
Patrick Swayze	Patrick Swayze
嫦娥1号	Chang'e 1
刘裕	Emperor Wu of Liu Song
水彩画	Watercolor painting
李舜臣	Yi Sun-sin
香港政区	Districts of Hong Kong
南洞区	Namdong District
富平区	Bupyeong District
巴黎地铁	Paris Métro
陈方安生	Anson Chan
釜山地铁	Busan Metro
清迈	Chiang Mai
对马海峽	Tsushima Strait
珍珠港事件	Attack on Pearl Harbor
分类:化学模板	Category:Chemistry templates
模板:Taxobox	Template:Taxobox
松下电器	Panasonic
丰田汽车	Toyota
田鸡	Frog
艾奇亚	IKEA
火车站	Train station
洛东江	Nakdong River
模板:中国历史	Template:History of China
金正恩	Kim Jong-un
豪萨语	Hausa language
闽语	Min Chinese
莆仙语	Pu-Xian Min
徐汇区	Xuhui District
江西省	Jiangxi
台湾省 (中华人民共和国)	Taiwan Province, People's Republic of China
纳姆耶尔·旺楚克 (不丹国王)	Jigme Khesar Namgyel Wangchuck
阮明哲	Nguyễn Minh Triết
宁夏回族自治区	Ningxia
拿督阿都拉萨	Najib Razak
吉格梅·廷礼	Jigme Thinley
约翰·菲利普·凯伊	John Key
宿迁市	Suqian
扬州市	Yangzhou
泰州	Taizhou, Jiangsu
南通	Nantong
镇江市	Zhenjiang
常州市	Changzhou
嘉兴市	Jiaxing
金华市	Jinhua
衢州	Quzhou
台州市	Taizhou, Zhejiang
舟山市	Zhoushan
迪斯科	Disco
沧浪区	Canglang District
阉	Castration
老虫	Muroidea
以色列国防军	Israel Defense Forces
寿春机场	Tho Xuan Airport
嘟嘟車	Auto rickshaw
海蒂·克鲁姆	Heidi Klum
拉吉倪甘斯	Rajinikanth
阿拉伯文数字	Eastern Arabic numerals
空军	Air force
周庄镇 (昆山)	Zhouzhuang
大名	Daimyo
太仓	Taicang
劳莱士表	Rolex
数码照相机	Digital camera
数词	Numeral (linguistics)
哈里发	Caliph
汇率	Exchange rate
青森县	Aomori Prefecture
福岛县	Fukushima Prefecture
梁思成	Liang Sicheng
青蛙	Rana (genus)
海防市	Haiphong
斯堪的纳维亚半岛	Scandinavian Peninsula
里尔克	Rainer Maria Rilke
排列组合	Combinatorics
鲍林标度	Electronegativity
街道	Street
Wikipedia:新闻发布	Wikipedia:Milestones
机器翻译	Machine translation
阿根廷国家足球队	Argentina national football team
面向对象程式编制	Object-oriented programming
千叶县	Chiba Prefecture
定积分	Integral
故宫	Forbidden City
泰米尔猛虎解放组织	Liberation Tigers of Tamil Eelam
印度卢比	Indian rupee
Microsoft Outlook	Microsoft Outlook
早饭	Breakfast
自动银行出纳机	Automated teller machine
秋田县	Akita Prefecture
乌克兰元	Ukrainian hryvnia
Ségolène Royal	Ségolène Royal
通用汽车	General Motors
1998年个中国水灾	1998 Yangtze River floods
差头	Taxicab
乌赛	Region
雷 (天气)	Thunder
滇池	Dian Lake
尼扎·拉言	Nizar Rayan
拿塔莎 康埔西	Natascha Kampusch
